id,lat,long
12216,28.713939,77.134618
12217,28.635308,77.22496
12218,28.635308,77.22496
12219,28.833346,76.956024
12220,28.719887,77.125978
12221,28.635308,77.22496
12222,28.564604,77.324456
12223,28.632903,77.219678
12224,28.667502,77.228175
12225,28.718315,77.118493
12226,28.549764,77.1974
12227,28.653219,77.123168
12228,28.722727,77.132697
12229,28.694766,77.214942
12230,28.57271,77.1974
12231,28.680911,77.204587
12232,28.627817,77.218959
12233,28.666364,77.207273
12234,28.680911,77.204587
12235,28.635308,77.22496
12236,28.635308,77.22496
12237,28.64197,77.2206
12238,28.720719,77.107133
12239,28.641485,77.371386
12240,28.737323,77.090981
12241,28.628924,77.277196
12242,28.719887,77.125978
12243,28.673312,77.170044
12244,28.695912,77.15226
12245,28.694059,77.177274
12246,28.638243,77.073715
12247,28.593924,77.164334
12248,28.51918,77.21301
12249,28.620123,77.093858
12250,28.593924,77.164334
12251,28.63041,77.216085
12252,28.635308,77.22496
12253,28.635308,77.22496
12254,28.689595,77.123348
12255,28.635308,77.22496
12256,28.667502,77.228175
12257,28.544869,77.128135
12258,28.565618,77.243389
12259,28.635308,77.22496
12260,28.64197,77.2206
12261,28.635308,77.22496
12262,28.659751,77.282553
12263,28.635308,77.22496
12264,28.702313,77.209157
12265,28.712185,77.157144
12266,28.722612,77.11292
12267,28.702208,77.142764
12268,28.712185,77.157144
12269,28.680911,77.204587
12270,28.650555,77.233439
12271,28.554952,77.19165
12272,28.550916,77.235845
12273,28.635308,77.22496
12274,28.635308,77.22496
12275,28.635308,77.22496
12276,28.675531,77.223271
12277,28.635308,77.22496
12278,28.635308,77.22496
12279,28.70105,77.116785
12280,28.635308,77.22496
12281,28.737323,77.090981
12282,28.650555,77.233439
12283,28.652444,77.19165
12284,28.632156,77.189966
12285,28.543761,77.254884
12286,28.718315,77.118493
12287,28.652247,77.130092
12288,28.737323,77.090981
12289,28.737323,77.090981
12290,28.710453,77.136923
12291,28.730481,77.168647
12292,28.663858,77.197883
12293,28.564809,77.12982
12294,28.700453,77.259194
12295,28.635308,77.22496
12296,28.66989,77.266779
12297,28.621272,77.061327
12298,28.621272,77.061327
12299,28.705684,77.208899
12300,28.680911,77.204587
12301,28.635308,77.22496
12302,28.535516,77.391026
12303,28.702208,77.142764
12304,28.62954,77.147078
12305,28.636634,77.286834
12306,28.592536,76.993827
12307,28.737323,77.090981
12308,28.635308,77.22496
12309,28.635308,77.22496
12310,28.703047,77.177298
12311,28.559406,77.265548
12312,28.694059,77.177274
12313,28.635308,77.22496
12314,28.635308,77.22496
12315,28.69162,77.105709
12316,28.583305,77.23333
12317,28.687193,77.210336
12318,28.593765,77.043493
12319,28.536947,77.217163
12320,28.630829,77.250573
12321,28.536503,77.220037
12322,28.695912,77.15226
12323,28.635308,77.22496
12324,28.641385,77.12119
12325,28.716166,77.124067
12326,28.652444,77.19165
12327,28.621272,77.061327
12328,28.635308,77.22496
12329,28.700453,77.259194
12330,28.684276,77.315212
12331,28.669105,77.228921
12332,28.684,77.309
12333,28.590161,77.086065
12334,28.8,77.0333
12335,28.737323,77.090981
12336,28.59214,77.046048
12337,28.59214,77.046048
12338,28.635308,77.22496
12339,28.635308,77.22496
12340,28.737323,77.090981
12341,28.697557,77.198837
12342,28.697557,77.198837
12343,20.429047,80.149403
12344,20.429047,80.149403
12345,28.680911,77.204587
12346,28.697557,77.198837
12347,28.575647,77.242329
12348,28.59214,77.046048
12349,20.429047,80.149403
12350,28.722612,77.11292
12351,28.635308,77.22496
12352,28.690737,77.053568
12353,28.577223,77.34321
12354,28.635308,77.22496
12355,28.693182,77.150404
12356,28.64197,77.2206
12357,28.720719,77.107133
12358,28.680911,77.204587
12359,28.643792,77.112836
12360,28.67944,77.02835
12361,28.642361,77.217111
12362,28.697557,77.198837
12363,28.693182,77.150404
12364,28.687193,77.210336
12365,28.702208,77.142764
12366,28.560912,77.279988
12367,28.580188,77.318087
12368,28.500123,77.407762
12369,28.535516,77.391026
12370,28.700453,77.259194
12371,28.700453,77.259194
12372,28.696564,77.158582
12373,28.685583,77.200993
12374,28.699608,77.202755
12375,28.565618,77.243389
12376,28.612987,77.229514
12377,28.606035,77.306595
12378,28.720867,77.172961
12379,28.696564,77.158582
12380,28.59214,77.046048
12381,28.623308,77.267921
12382,28.635308,77.22496
12383,28.737323,77.090981
12384,28.674806,77.106941
12385,28.702208,77.142764
12386,28.711314,77.129461
12387,28.712185,77.157144
12388,28.535516,77.391026
12389,28.666364,77.207273
12390,28.686192,77.274996
12391,28.59214,77.046048
12392,28.472273,77.07249
12393,28.59214,77.046048
12394,28.623308,77.267921
12395,28.620123,77.093858
12396,28.635308,77.22496
12397,28.666364,77.207273
12398,28.635308,77.22496
12399,28.650554,77.231893
12400,28.474388,77.50399
12401,28.680911,77.204587
12402,28.54786,77.237641
12403,28.587398,77.216085
12404,28.703083,77.12985
12405,28.63041,77.216085
12406,28.680911,77.204587
12407,28.567638,77.208154
12408,28.641662,77.124067
12409,28.642361,77.217111
12410,28.671799,77.277562
12411,28.705542,77.181227
12412,28.687967,77.158582
12413,28.59214,77.046048
12414,28.5838,77.359719
12415,28.720719,77.107133
12416,28.737323,77.090981
12417,28.659751,77.282553
12418,28.635308,77.22496
12419,28.533016,77.227353
12420,28.635308,77.22496
12421,28.533016,77.227353
12422,28.533016,77.227353
12423,28.635308,77.22496
12424,28.534197,77.214648
12425,28.543761,77.254884
12426,28.565618,77.243389
12427,28.533016,77.227353
12428,28.635308,77.22496
12429,28.6,77.133333
12430,28.635308,77.22496
12431,28.534197,77.214648
12432,28.635308,77.22496
12433,28.635308,77.22496
12434,28.635308,77.22496
12435,28.635308,77.22496
12436,28.472273,77.07249
12437,28.635308,77.22496
12438,28.635308,77.22496
12439,28.665978,77.093858
12440,28.520598,77.201381
12441,28.635308,77.22496
12442,28.635308,77.22496
12443,28.635308,77.22496
12444,28.64197,77.2206
12445,28.650554,77.231893
12446,28.703047,77.177298
12447,28.721376,77.140901
12448,28.702208,77.142764
12449,28.635308,77.22496
12450,28.694059,77.177274
12451,28.635308,77.22496
12452,28.560912,77.279988
12453,28.667502,77.228175
12454,28.667502,77.228175
12455,28.650241,77.168647
12456,28.536316,77.221834
12457,28.61143,77.240695
12458,28.536316,77.221834
12459,28.508445,77.230456
12460,28.612189,77.280742
12461,28.632903,77.219678
12462,28.536316,77.221834
12463,28.70244,77.137731
12464,28.623308,77.267921
12465,28.539082,77.228301
12466,28.520741,77.239078
12467,28.691453,77.202431
12468,28.697852,77.207217
12469,28.687193,77.210336
12470,28.687193,77.210336
12471,28.660203,77.226013
12472,28.705684,77.208899
12473,28.685583,77.200993
12474,28.687193,77.210336
12475,28.687193,77.210336
12476,28.635308,77.22496
12477,28.590806,77.23119
12478,28.650241,77.168647
12479,28.635308,77.22496
12480,28.635308,77.22496
12481,28.635308,77.22496
12482,28.667502,77.228175
12483,28.687193,77.210336
12484,28.635308,77.22496
12485,28.690891,77.214838
12486,28.635308,77.22496
12487,28.687193,77.210336
12488,28.691453,77.202431
12489,28.652444,77.19165
12490,28.737323,77.090981
12491,28.718085,77.188775
12492,28.620123,77.093858
12493,28.730481,77.168647
12494,28.629554,77.08019
12495,28.641385,77.12119
12496,28.684276,77.315212
12497,28.659751,77.282553
12498,28.593924,77.164334
12499,28.606951,76.990486
12500,20.429047,80.149403
12501,28.66989,77.266779
12502,28.544869,77.128135
12503,28.702208,77.142764
12504,28.544869,77.128135
12505,28.544869,77.128135
12506,28.567384,77.292233
12507,28.536075,77.113308
12508,28.632903,77.219678
12509,28.544869,77.128135
12510,28.544869,77.128135
12511,28.578789,77.06652
12512,28.632903,77.219678
12513,28.578789,77.06652
12514,28.544869,77.128135
12515,28.544869,77.128135
12516,28.523896,77.190902
12517,28.632903,77.219678
12518,28.64197,77.2206
12519,28.593924,77.164334
12520,28.514283,77.179557
12521,28.544869,77.128135
12522,28.535516,77.391026
12523,28.536075,77.113308
12524,28.51918,77.21301
12525,28.523896,77.190902
12526,28.567384,77.292233
12527,28.523896,77.190902
12528,28.578789,77.06652
12529,28.593924,77.164334
12530,28.632903,77.219678
12531,28.632903,77.219678
12532,28.698137,77.070837
12533,28.536075,77.113308
12534,28.536075,77.113308
12535,28.686192,77.274996
12536,28.583689,77.057885
12537,28.64197,77.2206
12538,28.631009,77.2186
12539,28.568634,77.25412
12540,28.592845,77.063642
12541,28.641385,77.12119
12542,28.640393,77.104954
12543,28.635308,77.22496
12544,28.684276,77.315212
12545,28.560076,77.290797
12546,28.737323,77.090981
12547,28.613822,77.2762
12548,28.620123,77.093858
12549,28.641485,77.371386
12550,28.702208,77.142764
12551,28.702208,77.142764
12552,28.712185,77.157144
12553,28.615301,77.0291
12554,28.655614,77.103389
12555,28.644345,77.241952
12556,28.712185,77.157144
12557,28.606951,76.990486
12558,28.61174,77.298696
12559,28.635308,77.22496
12560,28.474388,77.50399
12561,28.695912,77.15226
12562,28.650241,77.168647
12563,28.641385,77.12119
12564,28.62824,77.111031
12565,28.641385,77.12119
12566,28.635308,77.22496
12567,28.650241,77.168647
12568,28.650554,77.231893
12569,28.620123,77.093858
12570,28.632903,77.219678
12571,28.632679,77.21357
12572,28.652444,77.19165
12573,28.465243,77.511058
12574,28.547512,77.249499
12575,28.636634,77.286834
12576,28.428051,77.109683
12577,28.571737,77.198478
12578,28.571737,77.198478
12579,28.642361,77.217111
12580,28.691453,77.202431
12581,28.700305,77.227582
12582,28.635308,77.22496
12583,28.49703,77.1859
12584,28.549764,77.1974
12585,28.565618,77.243389
12586,28.642361,77.217111
12587,28.550916,77.235845
12588,28.687193,77.210336
12589,28.632903,77.219678
12590,28.688113,77.214717
12591,28.60292,77.04925
12592,28.55346,77.242581
12593,28.63041,77.216085
12594,28.687193,77.210336
12595,28.684111,77.202501
12596,28.680911,77.204587
12597,28.691453,77.202431
12598,28.635308,77.22496
12599,28.641385,77.12119
12600,28.691453,77.202431
12601,28.691453,77.202431
12602,28.650554,77.231893
12603,28.695108,77.215285
12604,28.703047,77.177298
12605,28.718085,77.188775
12606,28.680911,77.204587
12607,28.642501,77.297978
12608,28.680911,77.204587
12609,28.51918,77.21301
12610,28.702208,77.142764
12611,28.642361,77.217111
12612,28.642361,77.217111
12613,28.737323,77.090981
12614,28.51918,77.21301
12615,28.51918,77.21301
12616,28.635308,77.22496
12617,28.695108,77.215285
12618,28.695108,77.215285
12619,28.680911,77.204587
12620,28.642361,77.217111
12621,28.635308,77.22496
12622,28.641163,77.230026
12623,28.641163,77.230026
12624,28.680911,77.204587
12625,28.554416,77.195423
12626,28.635308,77.22496
12627,28.621272,77.061327
12628,28.635308,77.22496
12629,28.697557,77.198837
12630,28.702208,77.142764
12631,28.474388,77.50399
12632,28.474388,77.50399
12633,28.543761,77.254884
12634,28.737323,77.090981
12635,28.691453,77.202431
12636,28.675791,77.31239
12637,28.680911,77.204587
12638,28.63041,77.216085
12639,28.702208,77.142764
12640,28.680911,77.204587
12641,28.687665,77.211428
12642,28.593681,77.221834
12643,28.635308,77.22496
12644,28.635308,77.22496
12645,28.571737,77.198478
12646,28.583103,77.176734
12647,28.571737,77.198478
12648,28.595638,77.16284
12649,28.554601,77.172961
12650,28.554601,77.172961
12651,28.635308,77.22496
12652,28.557296,77.172523
12653,28.506347,77.467329
12654,28.506054,77.220397
12655,28.533994,77.227582
12656,28.536503,77.220037
12657,28.536503,77.220037
12658,28.506054,77.220397
12659,28.534187,77.231537
12660,28.552539,77.234049
12661,28.551753,77.23333
12662,28.557046,77.251292
12663,28.633285,77.217941
12664,28.530441,77.250573
12665,28.633285,77.217941
12666,28.599694,77.319161
12667,28.652745,77.131636
12668,28.633285,77.217941
12669,28.633285,77.217941
12670,28.655813,77.241952
12671,28.506054,77.220397
12672,28.533994,77.227582
12673,28.533994,77.227582
12674,28.653666,77.191309
12675,28.627917,77.212492
12676,28.709384,77.133596
12677,28.543436,77.255243
12678,28.520574,77.202109
12679,28.637368,77.286507
12680,28.533994,77.227582
12681,28.533994,77.227582
12682,28.667502,77.228175
12683,24.867265,92.576769
12684,28.593681,77.221834
12685,28.571737,77.198478
12686,28.635308,77.22496
12687,28.620123,77.093858
12688,28.543436,77.255243
12689,28.533994,77.227582
12690,28.686743,77.206634
12691,28.534009,77.216444
12692,28.633285,77.217941
12693,28.51918,77.21301
12694,28.564361,77.196322
12695,28.637401,77.278228
12696,28.653522,77.31593
12697,28.408306,77.317366
12698,28.543436,77.255243
12699,19.992335,73.798113
12700,28.593681,77.221834
12701,28.612688,77.244864
12702,28.536503,77.220037
12703,28.536503,77.220037
12704,28.690852,77.210691
12705,28.536503,77.220037
12706,28.533994,77.227582
12707,28.528944,77.152111
12708,28.635308,77.22496
12709,28.653666,77.191309
12710,28.563842,77.289717
12711,28.560076,77.290797
12712,28.560076,77.290797
12713,28.641604,77.213211
12714,28.67989,77.092096
12715,28.565402,77.195962
12716,28.536947,77.217163
12717,28.667502,77.228175
12718,28.680911,77.204587
12719,28.560076,77.290797
12720,28.543248,77.303572
12721,28.680911,77.204587
12722,28.664939,77.094218
12723,28.510124,77.337369
12724,28.667502,77.228175
12725,28.680911,77.204587
12726,28.560838,77.272105
12727,28.560076,77.290797
12728,28.689711,77.212312
12729,28.560076,77.290797
12730,28.56223,77.289725
12731,28.03368,79.120903
12732,28.563842,77.289717
12733,28.56223,77.289725
12734,28.635308,77.22496
12735,28.56223,77.289725
12736,28.565301,77.292951
12737,28.632186,77.070953
12738,28.565301,77.292951
12739,28.506054,77.220397
12740,28.506054,77.220397
12741,28.565301,77.292951
12742,28.03368,79.120903
12743,28.56223,77.289725
12744,28.593924,77.164334
12745,28.560905,77.239078
12746,28.635308,77.22496
12747,28.57271,77.1974
12748,28.535902,77.392013
12749,28.57271,77.1974
12750,28.680911,77.204587
12751,28.680911,77.204587
12752,28.56922,77.235652
12753,28.635308,77.22496
12754,28.565618,77.243389
12755,28.680911,77.204587
12756,28.687665,77.211428
12757,28.687665,77.211428
12758,28.635308,77.22496
12759,28.679676,77.092712
12760,28.682542,77.164592
12761,28.635308,77.22496
12762,28.694059,77.177274
12763,28.635308,77.22496
12764,28.612688,77.244864
12765,28.652444,77.19165
12766,28.667502,77.228175
12767,28.635308,77.22496
12768,28.686192,77.274996
12769,28.650554,77.231893
12770,28.643068,77.222283
12771,28.635308,77.22496
12772,28.612987,77.229514
12773,28.635308,77.22496
12774,28.51918,77.21301
12775,28.669304,77.128382
12776,28.629554,77.08019
12777,28.718315,77.118493
12778,28.718315,77.118493
12779,28.635308,77.22496
12780,28.609407,77.244162
12781,28.519922,77.230456
12782,28.520741,77.239078
12783,28.6833,77.0667
12784,28.686192,77.274996
12785,28.567384,77.292233
12786,28.686192,77.274996
12787,28.635308,77.22496
12788,28.635308,77.22496
12789,28.635308,77.22496
12790,28.687665,77.211428
12791,28.635308,77.22496
12792,28.69167,77.208266
12793,28.635308,77.22496
12794,28.680911,77.204587
12795,28.503961,77.301828
12796,28.59214,77.046048
12797,28.635308,77.22496
12798,19.098821,72.832072
12799,25.61046,85.141667
12800,26.731757,77.035272
12801,26.134634,87.464399
12802,26.917349,75.809814
12803,25.61046,85.141667
12804,12.975498,80.257818
12805,20.429047,80.149403
12806,12.99531,77.599112
12807,12.994546,77.596273
12808,12.966277,77.715095
12809,20.429047,80.149403
12810,11.020903,76.968627
12811,12.997963,77.602773
12812,32.261663,76.306795
12813,29.102357,76.450524
12814,23.242,69.666932
12815,18.596727,73.765437
12816,27.191769,78.035235
12817,11.74939,75.500008
12818,22.539862,88.336822
12819,20.429047,80.149403
12820,20.429047,80.149403
12821,15.256832,73.930104
12822,28.702915,77.22866
12823,24.803587,84.999781
12824,17.499476,78.563246
12825,18.514732,73.831872
12826,28.344975,77.600575
12827,13.02554,77.647169
12828,22.354292,88.260719
12829,18.51415,73.849754
12830,23.044878,72.581112
12831,14.728984,74.821469
12832,26.917349,75.809814
12833,21.494845,71.780041
12834,32.208153,76.318862
12835,19.075249,72.877014
12836,12.29581,76.639381
12837,27.112007,82.373666
12838,12.971599,77.594563
12839,12.331921,76.626831
12840,18.957828,72.82567
12841,18.920504,72.830413
12842,28.652444,77.19165
12843,28.642504,77.178151
12844,28.635308,77.22496
12845,28.56922,77.235652
12846,28.635308,77.22496
12847,28.635308,77.22496
12848,28.676303,77.119704
12849,28.543761,77.254884
12850,28.702208,77.142764
12851,28.702208,77.142764
12852,20.429047,80.149403
12853,20.429047,80.149403
12854,20.429047,80.149403
12855,28.680911,77.204587
12856,28.593924,77.164334
12857,28.748389,77.206024
12858,28.737323,77.090981
12859,28.502364,77.211773
12860,28.50865,77.217522
12861,28.716754,77.229488
12862,28.650554,77.231893
12863,17.443956,78.471702
12864,12.922915,80.127456
12865,17.385044,78.486671
12866,28.644581,77.223599
12867,28.52319,77.08179
12868,28.720719,77.107133
12869,28.644581,77.223599
12870,17.448278,78.529201
12871,21.1458,79.088155
12872,28.722727,77.132697
12873,28.627817,77.218959
12874,28.669992,77.181686
12875,28.611507,77.243389
12876,28.627817,77.218959
12877,28.635308,77.22496
12878,28.635308,77.22496
12879,20.429047,80.149403
12880,28.560076,77.290797
12881,12.914318,77.640726
12882,20.429047,80.149403
12883,28.720867,77.172961
12884,28.650467,77.160329
12885,28.650467,77.160329
12886,28.700086,77.113279
12887,28.63041,77.216085
12888,28.659826,77.208899
12889,28.682542,77.164592
12890,28.638337,77.089542
12891,28.638337,77.089542
12892,28.694059,77.177274
12893,28.635308,77.22496
12894,28.635308,77.22496
12895,28.673312,77.170044
12896,28.705684,77.208899
12897,28.680911,77.204587
12898,28.635308,77.22496
12899,28.635308,77.22496
12900,28.598662,77.034857
12901,28.534197,77.214648
12902,28.635308,77.22496
12903,28.535516,77.391026
12904,28.534197,77.214648
12905,20.429047,80.149403
12906,28.650554,77.231893
12907,28.590401,77.233256
12908,28.649309,77.226365
12909,28.527335,77.151545
12910,28.632903,77.219678
12911,28.548305,77.252997
12912,31.353718,75.616444
